date,World Cup Qualif,Team_home,Team_away,Goals_home,Goals_away
2017-03-28,2018,Brazil,Paraguay,3.0,0.0
2017-03-28,2018,Peru,Uruguay,2.0,1.0
2017-08-31,2018,Venezuela,Colombia,0.0,0.0
2017-08-31,2018,Chile,Paraguay,0.0,3.0
2017-08-31,2018,Uruguay,Argentina,0.0,0.0
2017-08-31,2018,Brazil,Ecuador,2.0,0.0
2017-08-31,2018,Peru,Bolivia,2.0,1.0
2017-09-05,2018,Bolivia,Chile,1.0,0.0
2017-09-05,2018,Colombia,Brazil,1.0,1.0
2017-09-05,2018,Ecuador,Peru,1.0,2.0
2017-09-05,2018,Argentina,Venezuela,1.0,1.0
2017-09-05,2018,Paraguay,Uruguay,1.0,2.0
2017-10-05,2018,Bolivia,Brazil,0.0,0.0
2017-10-05,2018,Venezuela,Uruguay,0.0,0.0
2017-10-05,2018,Argentina,Peru,0.0,0.0
2017-10-05,2018,Chile,Ecuador,2.0,1.0
2017-10-05,2018,Colombia,Paraguay,1.0,2.0
2017-10-10,2018,Brazil,Chile,3.0,0.0
2017-10-10,2018,Ecuador,Argentina,1.0,3.0
2017-10-10,2018,Paraguay,Venezuela,0.0,1.0
2017-10-10,2018,Peru,Colombia,1.0,1.0
2017-10-10,2018,Uruguay,Bolivia,4.0,2.0
2020-10-08,2022,Paraguay,Peru,2.0,2.0
2020-10-08,2022,Uruguay,Chile,2.0,1.0
2020-10-08,2022,Argentina,Ecuador,1.0,0.0
2020-10-09,2022,Colombia,Venezuela,3.0,0.0
2020-10-09,2022,Brazil,Bolivia,5.0,0.0
2020-10-13,2022,Bolivia,Argentina,1.0,2.0
2020-10-13,2022,Ecuador,Uruguay,4.0,2.0
2020-10-13,2022,Venezuela,Paraguay,0.0,1.0
2020-10-13,2022,Peru,Brazil,2.0,4.0
2020-10-13,2022,Chile,Colombia,2.0,2.0
2020-11-12,2022,Bolivia,Ecuador,2.0,3.0
2020-11-12,2022,Argentina,Paraguay,1.0,1.0
2020-11-13,2022,Colombia,Uruguay,0.0,3.0
2020-11-13,2022,Chile,Peru,2.0,0.0
2020-11-13,2022,Brazil,Venezuela,1.0,0.0
2020-11-17,2022,Venezuela,Chile,2.0,1.0
2020-11-17,2022,Ecuador,Colombia,6.0,1.0
2020-11-17,2022,Uruguay,Brazil,0.0,2.0
2020-11-17,2022,Paraguay,Bolivia,2.0,2.0
2020-11-17,2022,Peru,Argentina,0.0,2.0
2021-06-03,2022,Bolivia,Venezuela,3.0,1.0
2021-06-03,2022,Uruguay,Paraguay,0.0,0.0
2021-06-03,2022,Argentina,Chile,1.0,1.0
2021-06-03,2022,Peru,Colombia,0.0,3.0
2021-06-04,2022,Brazil,Ecuador,2.0,0.0
2021-06-08,2022,Ecuador,Peru,1.0,2.0
2021-06-08,2022,Venezuela,Uruguay,0.0,0.0
2021-06-08,2022,Colombia,Argentina,2.0,2.0
2021-06-08,2022,Paraguay,Brazil,0.0,2.0
2021-06-08,2022,Chile,Bolivia,1.0,1.0
2021-09-02,2022,Bolivia,Colombia,1.0,1.0
2021-09-02,2022,Ecuador,Paraguay,2.0,0.0
2021-09-02,2022,Venezuela,Argentina,1.0,3.0
2021-09-02,2022,Peru,Uruguay,1.0,1.0
2021-09-02,2022,Chile,Brazil,0.0,1.0
2021-09-05,2022,Brazil,Argentina,,
2021-09-05,2022,Ecuador,Chile,0.0,0.0
2021-09-05,2022,Uruguay,Bolivia,4.0,2.0
2021-09-05,2022,Paraguay,Colombia,1.0,1.0
2021-09-05,2022,Peru,Venezuela,1.0,0.0
2021-09-09,2022,Uruguay,Ecuador,1.0,0.0
2021-09-09,2022,Paraguay,Venezuela,2.0,1.0
2021-09-09,2022,Colombia,Chile,3.0,1.0
2021-09-09,2022,Argentina,Bolivia,3.0,0.0
2021-09-09,2022,Brazil,Peru,2.0,0.0
2021-10-07,2022,Uruguay,Colombia,0.0,0.0
2021-10-07,2022,Paraguay,Argentina,0.0,0.0
2021-10-07,2022,Venezuela,Brazil,1.0,3.0
2021-10-07,2022,Ecuador,Bolivia,3.0,0.0
2021-10-07,2022,Peru,Chile,2.0,0.0
2021-10-10,2022,Bolivia,Peru,1.0,0.0
2021-10-10,2022,Venezuela,Ecuador,2.0,1.0
2021-10-10,2022,Colombia,Brazil,0.0,0.0
2021-10-10,2022,Argentina,Uruguay,3.0,0.0
2021-10-10,2022,Chile,Paraguay,2.0,0.0
2021-10-14,2022,Bolivia,Paraguay,4.0,0.0
2021-10-14,2022,Colombia,Ecuador,0.0,0.0
2021-10-14,2022,Argentina,Peru,1.0,0.0
2021-10-14,2022,Chile,Venezuela,3.0,0.0
2021-10-14,2022,Brazil,Uruguay,4.0,1.0
2021-11-11,2022,Ecuador,Venezuela,1.0,0.0
2021-11-11,2022,Paraguay,Chile,0.0,1.0
2021-11-11,2022,Brazil,Colombia,1.0,0.0
2021-11-11,2022,Peru,Bolivia,3.0,0.0
2021-11-12,2022,Uruguay,Argentina,0.0,1.0
2021-11-16,2022,Bolivia,Uruguay,3.0,0.0
2021-11-16,2022,Venezuela,Peru,1.0,2.0
2021-11-16,2022,Colombia,Paraguay,0.0,0.0
2021-11-16,2022,Argentina,Brazil,0.0,0.0
2021-11-16,2022,Chile,Ecuador,0.0,2.0
2022-01-27,2022,Ecuador,Brazil,1.0,1.0
2022-01-27,2022,Paraguay,Uruguay,0.0,1.0
2022-01-27,2022,Chile,Argentina,1.0,2.0
2022-01-28,2022,Colombia,Peru,0.0,1.0
2022-01-28,2022,Venezuela,Bolivia,4.0,1.0
2022-02-01,2022,Bolivia,Chile,2.0,3.0
2022-02-01,2022,Uruguay,Venezuela,4.0,1.0
2022-02-01,2022,Argentina,Colombia,1.0,0.0
2022-02-01,2022,Brazil,Paraguay,4.0,0.0
2022-02-01,2022,Peru,Ecuador,1.0,1.0
2022-03-24,2022,Uruguay,Peru,,
2022-03-24,2022,Colombia,Bolivia,,
2022-03-24,2022,Brazil,Chile,,
2022-03-24,2022,Paraguay,Ecuador,,
2022-03-25,2022,Argentina,Venezuela,,
2022-03-29,2022,Peru,Paraguay,,
2022-03-29,2022,Venezuela,Colombia,,
2022-03-29,2022,Bolivia,Brazil,,
2022-03-29,2022,Chile,Uruguay,,
2022-03-29,2022,Ecuador,Argentina,,
